0,1
0.759902716,2.677800612
0.765309572,1.768432526
0.768428564,1.445561755
0.763861418,1.279865102
0.753483772,1.179174877
0.763633013,1.111698248
0.757497072,1.063147676
0.770279408,1.026715287
0.764236689,0.997991541
0.759719849,0.975181957
0.767279387,0.956476796
0.768583298,0.940741285
0.766526222,0.927360061
0.764522552,0.915925504
0.761215925,0.905998663
0.766622543,0.897419225
0.763317347,0.889807212
0.763691902,0.883025702
0.759554625,0.876875583
0.763978004,0.871338918
0.764868259,0.866350419
0.770463943,0.861861122
0.759889841,0.857777954
0.76029563,0.854005854
0.765833139,0.850571745
0.767109394,0.84737752
0.758211851,0.844404843
0.76421833,0.841646144
0.760623693,0.839045833
0.763557434,0.836682732
0.759071589,0.834524231
0.767810583,0.832478664
0.762692213,0.830529904
0.753438473,0.82863834
0.760414839,0.826887323
0.767637253,0.825232147
0.763725281,0.823667499
0.771758318,0.822217051
0.759390116,0.820859886
0.763228416,0.819561679
0.768082857,0.81828784
0.761821032,0.817026694
0.764005423,0.815858074
0.76317668,0.814764682
0.768571854,0.81378221
0.772176504,0.812813242
0.763394833,0.811860937
0.764257669,0.810948909
0.763214588,0.810074218
0.765111208,0.80921027
0.774429798,0.808408418
0.756065369,0.807634857
0.76032877,0.806912204
0.768601418,0.806215826
0.765589237,0.805524415
0.769382715,0.804845685
0.764416456,0.804185223
0.760222673,0.803528644
0.762756824,0.80293252
0.76652503,0.802383526
0.764947414,0.801828605
0.763427258,0.801283497
0.756788969,0.800744379
0.762876987,0.800224535
0.763123274,0.799728108
0.763822794,0.799237675
0.765505552,0.79876516
0.756620407,0.798320083
0.763533354,0.7978908
0.771501541,0.797460791
0.764583349,0.797016558
0.767464638,0.796602845
0.761850357,0.796207501
0.767192125,0.795863427
0.768722534,0.795524194
0.768351555,0.795168085
0.759820223,0.794819174
0.764956951,0.794473435
0.763067007,0.794126981
0.7747159,0.793817656
0.764552593,0.793520692
0.760350943,0.793229913
0.772486687,0.792949359
0.767340422,0.792652734
0.763173342,0.79235776
0.767836332,0.792078965
0.743006468,0.791785526
0.763772249,0.791509956
0.767133236,0.791254327
0.764247417,0.791014038
0.763962746,0.790766472
0.760051966,0.790515027
0.764143229,0.790259331
